filename,group_id,label,filepath,exists
C100P61ThinF_IMG_20150918_144348_cell_144.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_144348_cell_144.png,True
C100P61ThinF_IMG_20150918_144823_cell_157.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_144823_cell_157.png,True
C100P61ThinF_IMG_20150918_144823_cell_158.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_144823_cell_158.png,True
C100P61ThinF_IMG_20150918_144823_cell_159.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_144823_cell_159.png,True
C100P61ThinF_IMG_20150918_144823_cell_160.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_144823_cell_160.png,True
C100P61ThinF_IMG_20150918_144823_cell_161.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_144823_cell_161.png,True
C100P61ThinF_IMG_20150918_144823_cell_162.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_144823_cell_162.png,True
C100P61ThinF_IMG_20150918_145042_cell_162.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145042_cell_162.png,True
C100P61ThinF_IMG_20150918_145042_cell_163.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145042_cell_163.png,True
C100P61ThinF_IMG_20150918_145042_cell_164.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145042_cell_164.png,True
C100P61ThinF_IMG_20150918_145042_cell_165.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145042_cell_165.png,True
C100P61ThinF_IMG_20150918_145042_cell_166.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145042_cell_166.png,True
C100P61ThinF_IMG_20150918_145042_cell_167.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145042_cell_167.png,True
C100P61ThinF_IMG_20150918_145422_cell_163.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145422_cell_163.png,True
C100P61ThinF_IMG_20150918_145422_cell_164.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145422_cell_164.png,True
C100P61ThinF_IMG_20150918_145422_cell_165.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145422_cell_165.png,True
C100P61ThinF_IMG_20150918_145422_cell_166.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145422_cell_166.png,True
C100P61ThinF_IMG_20150918_145422_cell_167.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145422_cell_167.png,True
C100P61ThinF_IMG_20150918_145422_cell_168.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145422_cell_168.png,True
C100P61ThinF_IMG_20150918_145422_cell_169.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145422_cell_169.png,True
C100P61ThinF_IMG_20150918_145609_cell_144.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145609_cell_144.png,True
C100P61ThinF_IMG_20150918_145609_cell_145.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145609_cell_145.png,True
C100P61ThinF_IMG_20150918_145609_cell_146.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145609_cell_146.png,True
C100P61ThinF_IMG_20150918_145609_cell_147.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145609_cell_147.png,True
C100P61ThinF_IMG_20150918_145609_cell_148.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145609_cell_148.png,True
C100P61ThinF_IMG_20150918_145609_cell_149.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145609_cell_149.png,True
C100P61ThinF_IMG_20150918_145609_cell_150.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145609_cell_150.png,True
C100P61ThinF_IMG_20150918_145609_cell_151.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145609_cell_151.png,True
C100P61ThinF_IMG_20150918_145938_cell_167.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145938_cell_167.png,True
C100P61ThinF_IMG_20150918_145938_cell_168.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145938_cell_168.png,True
C100P61ThinF_IMG_20150918_145938_cell_169.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145938_cell_169.png,True
C100P61ThinF_IMG_20150918_145938_cell_170.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145938_cell_170.png,True
C100P61ThinF_IMG_20150918_145938_cell_171.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145938_cell_171.png,True
C100P61ThinF_IMG_20150918_145938_cell_172.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145938_cell_172.png,True
C100P61ThinF_IMG_20150918_145938_cell_173.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145938_cell_173.png,True
C100P61ThinF_IMG_20150918_145938_cell_174.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145938_cell_174.png,True
C100P61ThinF_IMG_20150918_145938_cell_175.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_145938_cell_175.png,True
C100P61ThinF_IMG_20150918_150041_cell_146.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_150041_cell_146.png,True
C100P61ThinF_IMG_20150918_150041_cell_147.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_150041_cell_147.png,True
C100P61ThinF_IMG_20150918_150041_cell_148.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_150041_cell_148.png,True
C100P61ThinF_IMG_20150918_150041_cell_149.png,C100P61ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C100P61ThinF_IMG_20150918_150041_cell_149.png,True
C102P63ThinF_IMG_20150918_161508_cell_190.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_161508_cell_190.png,True
C102P63ThinF_IMG_20150918_161508_cell_191.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_161508_cell_191.png,True
C102P63ThinF_IMG_20150918_161508_cell_192.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_161508_cell_192.png,True
C102P63ThinF_IMG_20150918_161508_cell_193.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_161508_cell_193.png,True
C102P63ThinF_IMG_20150918_161508_cell_194.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_161508_cell_194.png,True
C102P63ThinF_IMG_20150918_161508_cell_195.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_161508_cell_195.png,True
C102P63ThinF_IMG_20150918_161826_cell_170.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_161826_cell_170.png,True
C102P63ThinF_IMG_20150918_161826_cell_171.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_161826_cell_171.png,True
C102P63ThinF_IMG_20150918_161826_cell_172.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_161826_cell_172.png,True
C102P63ThinF_IMG_20150918_162051_cell_141.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_162051_cell_141.png,True
C102P63ThinF_IMG_20150918_162051_cell_142.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_162051_cell_142.png,True
C102P63ThinF_IMG_20150918_162051_cell_143.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_162051_cell_143.png,True
C102P63ThinF_IMG_20150918_162051_cell_144.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_162051_cell_144.png,True
C102P63ThinF_IMG_20150918_162051_cell_145.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_162051_cell_145.png,True
C102P63ThinF_IMG_20150918_162051_cell_146.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_162051_cell_146.png,True
C102P63ThinF_IMG_20150918_162051_cell_147.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_162051_cell_147.png,True
C102P63ThinF_IMG_20150918_162155_cell_132.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_162155_cell_132.png,True
C102P63ThinF_IMG_20150918_162155_cell_133.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_162155_cell_133.png,True
C102P63ThinF_IMG_20150918_162300_cell_180.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_162300_cell_180.png,True
C102P63ThinF_IMG_20150918_162300_cell_181.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_162300_cell_181.png,True
C102P63ThinF_IMG_20150918_162300_cell_182.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_162300_cell_182.png,True
C102P63ThinF_IMG_20150918_162511_cell_169.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_162511_cell_169.png,True
C102P63ThinF_IMG_20150918_162511_cell_170.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_162511_cell_170.png,True
C102P63ThinF_IMG_20150918_162511_cell_171.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_162511_cell_171.png,True
C102P63ThinF_IMG_20150918_162511_cell_172.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_162511_cell_172.png,True
C102P63ThinF_IMG_20150918_162511_cell_173.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_162511_cell_173.png,True
C102P63ThinF_IMG_20150918_162927_cell_1.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_162927_cell_1.png,True
C102P63ThinF_IMG_20150918_162927_cell_2.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_162927_cell_2.png,True
C102P63ThinF_IMG_20150918_162927_cell_3.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_162927_cell_3.png,True
C102P63ThinF_IMG_20150918_162927_cell_4.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_162927_cell_4.png,True
C102P63ThinF_IMG_20150918_162927_cell_5.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_162927_cell_5.png,True
C102P63ThinF_IMG_20150918_163054_cell_167.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_163054_cell_167.png,True
C102P63ThinF_IMG_20150918_163054_cell_168.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_163054_cell_168.png,True
C102P63ThinF_IMG_20150918_163054_cell_169.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_163054_cell_169.png,True
C102P63ThinF_IMG_20150918_163054_cell_170.png,C102P63ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C102P63ThinF_IMG_20150918_163054_cell_170.png,True
C103P64ThinF_IMG_20150918_164250_cell_170.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_164250_cell_170.png,True
C103P64ThinF_IMG_20150918_164250_cell_171.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_164250_cell_171.png,True
C103P64ThinF_IMG_20150918_164250_cell_172.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_164250_cell_172.png,True
C103P64ThinF_IMG_20150918_164250_cell_173.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_164250_cell_173.png,True
C103P64ThinF_IMG_20150918_164250_cell_174.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_164250_cell_174.png,True
C103P64ThinF_IMG_20150918_164250_cell_175.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_164250_cell_175.png,True
C103P64ThinF_IMG_20150918_164331_cell_184.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_164331_cell_184.png,True
C103P64ThinF_IMG_20150918_164331_cell_185.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_164331_cell_185.png,True
C103P64ThinF_IMG_20150918_164331_cell_186.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_164331_cell_186.png,True
C103P64ThinF_IMG_20150918_164331_cell_187.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_164331_cell_187.png,True
C103P64ThinF_IMG_20150918_164553_cell_167.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_164553_cell_167.png,True
C103P64ThinF_IMG_20150918_164553_cell_168.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_164553_cell_168.png,True
C103P64ThinF_IMG_20150918_164553_cell_169.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_164553_cell_169.png,True
C103P64ThinF_IMG_20150918_164553_cell_170.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_164553_cell_170.png,True
C103P64ThinF_IMG_20150918_164553_cell_171.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_164553_cell_171.png,True
C103P64ThinF_IMG_20150918_164553_cell_172.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_164553_cell_172.png,True
C103P64ThinF_IMG_20150918_164553_cell_173.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_164553_cell_173.png,True
C103P64ThinF_IMG_20150918_165016_cell_158.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_165016_cell_158.png,True
C103P64ThinF_IMG_20150918_165016_cell_159.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_165016_cell_159.png,True
C103P64ThinF_IMG_20150918_165016_cell_160.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_165016_cell_160.png,True
C103P64ThinF_IMG_20150918_165016_cell_161.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_165016_cell_161.png,True
C103P64ThinF_IMG_20150918_165016_cell_162.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_165016_cell_162.png,True
C103P64ThinF_IMG_20150918_165125_cell_163.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_165125_cell_163.png,True
C103P64ThinF_IMG_20150918_165125_cell_164.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_165125_cell_164.png,True
C103P64ThinF_IMG_20150918_165125_cell_165.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_165125_cell_165.png,True
C103P64ThinF_IMG_20150918_165125_cell_166.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_165125_cell_166.png,True
C103P64ThinF_IMG_20150918_165510_cell_176.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_165510_cell_176.png,True
C103P64ThinF_IMG_20150918_165510_cell_177.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_165510_cell_177.png,True
C103P64ThinF_IMG_20150918_165510_cell_178.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_165510_cell_178.png,True
C103P64ThinF_IMG_20150918_165510_cell_179.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_165510_cell_179.png,True
C103P64ThinF_IMG_20150918_165510_cell_180.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_165510_cell_180.png,True
C103P64ThinF_IMG_20150918_165510_cell_181.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_165510_cell_181.png,True
C103P64ThinF_IMG_20150918_165510_cell_182.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_165510_cell_182.png,True
C103P64ThinF_IMG_20150918_165510_cell_183.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_165510_cell_183.png,True
C103P64ThinF_IMG_20150918_165510_cell_184.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_165510_cell_184.png,True
C103P64ThinF_IMG_20150918_165510_cell_185.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_165510_cell_185.png,True
C103P64ThinF_IMG_20150918_165510_cell_186.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_165510_cell_186.png,True
C103P64ThinF_IMG_20150918_165510_cell_187.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_165510_cell_187.png,True
C103P64ThinF_IMG_20150918_165510_cell_188.png,C103P64ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C103P64ThinF_IMG_20150918_165510_cell_188.png,True
C105P66ThinF_IMG_20150924_094800_cell_136.png,C105P66ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C105P66ThinF_IMG_20150924_094800_cell_136.png,True
C105P66ThinF_IMG_20150924_094800_cell_137.png,C105P66ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C105P66ThinF_IMG_20150924_094800_cell_137.png,True
C105P66ThinF_IMG_20150924_095034_cell_148.png,C105P66ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C105P66ThinF_IMG_20150924_095034_cell_148.png,True
C105P66ThinF_IMG_20150924_095034_cell_149.png,C105P66ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C105P66ThinF_IMG_20150924_095034_cell_149.png,True
C105P66ThinF_IMG_20150924_095034_cell_150.png,C105P66ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C105P66ThinF_IMG_20150924_095034_cell_150.png,True
C105P66ThinF_IMG_20150924_095130_cell_155.png,C105P66ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C105P66ThinF_IMG_20150924_095130_cell_155.png,True
C105P66ThinF_IMG_20150924_095130_cell_156.png,C105P66ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C105P66ThinF_IMG_20150924_095130_cell_156.png,True
C105P66ThinF_IMG_20150924_095130_cell_157.png,C105P66ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C105P66ThinF_IMG_20150924_095130_cell_157.png,True
C105P66ThinF_IMG_20150924_095130_cell_158.png,C105P66ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C105P66ThinF_IMG_20150924_095130_cell_158.png,True
C105P66ThinF_IMG_20150924_095633_cell_126.png,C105P66ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C105P66ThinF_IMG_20150924_095633_cell_126.png,True
C105P66ThinF_IMG_20150924_095716_cell_113.png,C105P66ThinF,Parasitized,/content/malaria_project/data/cell_images/cell_images/Parasitized/C105P66ThinF_IMG_20150924_095716_cell_113.png,True
